"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"EAF2"	"EAF2"	1.55881908121518e-08	0.281245108241161	0.138	0.101	0.000441083447220648	"5"
"CEPT1"	"CEPT1"	3.51927277963091e-08	0.262521143635689	0.135	0.1	0.000995813425724363	"5"
"IL7R"	"IL7R"	6.75621722168159e-238	1.26239071301815	0.316	0.049	1.91173922504702e-233	"6"
"CD2"	"CD2"	4.31695300881819e-199	0.87255066045173	0.232	0.031	1.22152502337519e-194	"6"
"FYB"	"FYB"	6.37788552738763e-176	0.830873367416565	0.244	0.039	1.8046864888296e-171	"6"
"CD3D"	"CD3D"	2.69206291861158e-160	1.06798453210773	0.269	0.051	7.61746123450334e-156	"6"
"GPR171"	"GPR171"	5.42208173469365e-121	0.561456492420891	0.129	0.016	1.53423224764891e-116	"6"
"IL32.1"	"IL32"	1.03402406158642e-113	1.00484693476803	0.305	0.084	2.92587448466493e-109	"6"
"ITK"	"ITK"	4.93530440846346e-113	0.412502424242365	0.12	0.015	1.39649373541882e-108	"6"
"GIMAP7"	"GIMAP7"	4.06599944110391e-107	0.503667286031387	0.126	0.017	1.15051520185476e-102	"6"
"CD3G"	"CD3G"	1.54127912432317e-103	0.504675579876685	0.128	0.018	4.36120341018484e-99	"6"
"TRBC1"	"TRBC1"	9.71190292204329e-101	0.863032806911073	0.173	0.033	2.74808005082137e-96	"6"
"TNFAIP3.1"	"TNFAIP3"	1.82153239153693e-92	0.848642379540542	0.278	0.082	5.15420805509291e-88	"6"
"CD3E"	"CD3E"	4.41019199944267e-87	0.474204506770525	0.144	0.026	1.2479079281623e-82	"6"
"AAK1"	"AAK1"	5.13137648091829e-85	0.378779054691768	0.108	0.016	1.45197428904064e-80	"6"
"FYN"	"FYN"	6.45083974860763e-81	0.539213968068182	0.194	0.047	1.82532961526602e-76	"6"
"GIMAP4"	"GIMAP4"	8.15003959190056e-79	0.391637049168721	0.113	0.018	2.30613520292418e-74	"6"
"ANXA1.2"	"ANXA1"	2.09025435554381e-70	0.829445219440591	0.268	0.091	5.91458372444677e-66	"6"
"CD7"	"CD7"	8.97862083478496e-68	0.482537401119872	0.12	0.023	2.54059055141075e-63	"6"
"STAT4"	"STAT4"	4.05798862880708e-64	0.370120889753273	0.105	0.019	1.14824846240725e-59	"6"
"FAM118A"	"FAM118A"	1.82094889743549e-57	0.418951965140692	0.195	0.059	5.15255700018347e-53	"6"
"RORA"	"RORA"	1.55781024731449e-55	0.5792214677656	0.226	0.078	4.40797987580109e-51	"6"
"KLRB1"	"KLRB1"	9.38399732685488e-51	0.643740924646922	0.123	0.03	2.65529588360686e-46	"6"
"LEPROTL1"	"LEPROTL1"	3.21296694212107e-41	0.566916042525535	0.245	0.102	9.09141125942577e-37	"6"
"AIM1.1"	"AIM1"	7.53401688530788e-38	0.557206573475717	0.306	0.148	2.13182541786672e-33	"6"
"TRAC.4"	"TRAC"	4.30937004394502e-37	0.583513183192932	0.366	0.192	1.21937934763468e-32	"6"
"CD84"	"CD84"	3.50888790761154e-35	0.37726649109338	0.145	0.05	9.9287492233776e-31	"6"
"SYTL3"	"SYTL3"	1.82223628728481e-34	0.399877911001731	0.128	0.041	5.1561997985011e-30	"6"
"CCL5.1"	"CCL5"	6.7515904062055e-32	0.635357031569906	0.234	0.111	1.91043002133991e-27	"6"
"PRDM1.1"	"PRDM1"	8.85714414639995e-32	0.416240338481708	0.218	0.096	2.50621750766533e-27	"6"
"FKBP5"	"FKBP5"	2.78331388530297e-31	0.444466852556347	0.233	0.108	7.87566496985328e-27	"6"
"HLA-DRA.3"	"HLA-DRA"	1.27030472052742e-29	-0.288814187805206	0.983	0.991	3.59445423720439e-25	"6"
"ID2"	"ID2"	1.24346433902749e-26	0.441277449720972	0.162	0.068	3.51850669371218e-22	"6"
"SLA.1"	"SLA"	1.32079458893058e-26	0.294623574901817	0.188	0.083	3.73732036883797e-22	"6"
"ARL4C"	"ARL4C"	3.09064836256492e-25	0.327151519484895	0.148	0.061	8.74529860671369e-21	"6"
"RBMS1"	"RBMS1"	6.95165453488693e-25	0.275012183222606	0.145	0.059	1.96704016719161e-20	"6"
"TRBC2"	"TRBC2"	1.8311058460226e-24	0.542820244793191	0.346	0.203	5.18129710190555e-20	"6"
"XIST.1"	"XIST"	2.72354542485877e-24	0.492581828865586	0.354	0.212	7.70654413418037e-20	"6"
"SARAF.3"	"SARAF"	3.53313734064584e-22	0.374718811404565	0.678	0.531	9.99736541909147e-18	"6"
"ATXN7"	"ATXN7"	1.06807438932125e-21	0.307356214987602	0.133	0.056	3.0222232920234e-17	"6"
"PPP2R5C"	"PPP2R5C"	4.41227896237382e-19	0.448483695885193	0.357	0.228	1.2484984551933e-14	"6"
"FOS.4"	"FOS"	4.54435616850263e-19	0.425294151954474	0.644	0.511	1.2858710214395e-14	"6"
"NFKBIA.2"	"NFKBIA"	1.06964611109146e-18	0.375468763102412	0.618	0.476	3.02667063594441e-14	"6"
"RPL41"	"RPL41"	3.90947287044187e-18	-0.27485757021458	0.981	0.98	1.10622444342023e-13	"6"
"HLA-DPA1.4"	"HLA-DPA1"	4.11032893970572e-18	-0.302655613771131	0.916	0.936	1.16305867677913e-13	"6"
"STK4"	"STK4"	7.00280260339713e-18	0.367849735168801	0.667	0.544	1.98151302465725e-13	"6"
"STAT3.1"	"STAT3"	2.09152544271763e-17	0.383397325236737	0.363	0.235	5.91818039271381e-13	"6"
"HLA-DRB1.3"	"HLA-DRB1"	3.54170625979562e-17	-0.368287991555925	0.908	0.911	1.00216120327177e-12	"6"
"HLA-DQA1.3"	"HLA-DQA1"	3.46849349580466e-16	-0.401863397455855	0.723	0.77	9.81444919572887e-12	"6"
"HLA-DPB1.3"	"HLA-DPB1"	7.86650975977826e-16	-0.259986466630681	0.919	0.938	2.22590760162686e-11	"6"
"ODF2L"	"ODF2L"	1.79412899237251e-15	0.298185856097665	0.216	0.124	5.07666739681725e-11	"6"
"KLF6.2"	"KLF6"	3.87357425673139e-15	0.255050360363173	0.799	0.707	1.09606657168471e-10	"6"
"RP11-138A9.1.2"	"RP11-138A9.1"	1.27891888861976e-14	0.297700733442523	0.287	0.181	3.61882888723848e-10	"6"
"NLRC5"	"NLRC5"	4.7975773314514e-14	0.288409574976384	0.139	0.071	1.35752248170749e-09	"6"
"SF1"	"SF1"	6.26481578443049e-14	0.316888783488859	0.541	0.418	1.77269227436245e-09	"6"
"PIK3IP1.1"	"PIK3IP1"	6.51378614277034e-14	0.304876119728988	0.392	0.269	1.84314092695829e-09	"6"
"ZFP36L2.3"	"ZFP36L2"	9.31876568162236e-14	0.316200350402414	0.825	0.74	2.63683793727186e-09	"6"
"AC016831.7"	"AC016831.7"	2.53504493461826e-13	0.307136089051613	0.184	0.105	7.17316314699582e-09	"6"
"VMP1"	"VMP1"	4.29964631337413e-13	0.261094341101375	0.252	0.158	1.21662792083234e-08	"6"
"NEAT1.2"	"NEAT1"	4.80607706595047e-13	0.304088236012848	0.644	0.511	1.35992756658134e-08	"6"
"DDIT4"	"DDIT4"	1.96092398465583e-12	0.264060962600153	0.5	0.377	5.54863050698214e-08	"6"
"ITM2A"	"ITM2A"	3.00560816506859e-12	0.252739609936619	0.124	0.064	8.5046688638781e-08	"6"
"EVL.1"	"EVL"	4.21911523164682e-12	0.295367063610057	0.508	0.383	1.19384084594678e-07	"6"
"CNOT6L"	"CNOT6L"	4.59867615917443e-12	0.26510490362602	0.189	0.112	1.301241406e-07	"6"
"MYADM"	"MYADM"	5.41967935806976e-12	0.264151071358074	0.132	0.07	1.53355247115942e-07	"6"
"CLDND1"	"CLDND1"	6.0779425753888e-12	0.272826820203675	0.166	0.095	1.71981463113202e-07	"6"
"ANKRD28.1"	"ANKRD28"	6.42550883258326e-12	0.26776696774537	0.119	0.062	1.81816197926776e-07	"6"
"ACAP1"	"ACAP1"	6.93407811715174e-12	0.305717405416238	0.573	0.45	1.96206674402926e-07	"6"
"RNF19A"	"RNF19A"	1.57796196801894e-11	0.252748412811734	0.305	0.206	4.46500118470639e-07	"6"
"ANKRD11"	"ANKRD11"	1.66606730065182e-11	0.264639951645723	0.269	0.177	4.71430403392439e-07	"6"
"CTD-3252C9.4.1"	"CTD-3252C9.4"	1.71360892243042e-11	0.320738752062925	0.287	0.191	4.84882780690912e-07	"6"
"MS4A1.1"	"MS4A1"	6.43541007077003e-11	-0.272134727389654	0.811	0.829	1.82096363362509e-06	"6"
"RPS4Y1"	"RPS4Y1"	8.73430998334349e-11	-0.366311006278085	0.31	0.417	2.47146035288687e-06	"6"
"CLEC2D.2"	"CLEC2D"	1.66232593395651e-10	0.315425175618508	0.318	0.222	4.70371746272334e-06	"6"
"SRSF7.1"	"SRSF7"	8.52939223210348e-10	0.268326013485099	0.64	0.534	2.413476825996e-05	"6"
"PRMT2"	"PRMT2"	9.07471668152356e-10	0.260949138749941	0.171	0.105	2.56778183220391e-05	"6"
"RP11-138A9.2.1"	"RP11-138A9.2"	1.14659933505256e-08	0.261359293665327	0.261	0.183	0.000324441747846472	"6"
"IL7R.1"	"IL7R"	0	2.9065801286725	0.785	0.046	0	"7"
"IL32.2"	"IL32"	0	2.5010846830284	0.816	0.078	0	"7"
"CD3D.1"	"CD3D"	0	2.30427381518131	0.757	0.046	0	"7"
"CD2.1"	"CD2"	0	2.29444536401183	0.673	0.027	0	"7"
"KLRB1.1"	"KLRB1"	0	2.13429871414398	0.391	0.027	0	"7"
"TRBC1.1"	"TRBC1"	0	2.00979787730834	0.453	0.031	0	"7"
"FYB.1"	"FYB"	0	1.94272873998185	0.623	0.036	0	"7"
"GPR171.1"	"GPR171"	0	1.46452266560363	0.401	0.013	0	"7"
"CD3G.1"	"CD3G"	0	1.44178716548832	0.442	0.014	0	"7"
"CD7.1"	"CD7"	0	1.43590050811074	0.401	0.02	0	"7"
"CD3E.1"	"CD3E"	0	1.43204184190023	0.477	0.022	0	"7"
"GIMAP7.1"	"GIMAP7"	0	1.31988295351597	0.406	0.014	0	"7"
"GIMAP4.1"	"GIMAP4"	0	1.25942852735778	0.387	0.015	0	"7"
"ITK.1"	"ITK"	0	1.09512577647485	0.327	0.013	0	"7"
"CD40LG"	"CD40LG"	0	0.921076868037569	0.253	0.006	0	"7"
"TRAT1"	"TRAT1"	0	0.811803781681589	0.272	0.008	0	"7"
"INPP4B"	"INPP4B"	0	0.743798555226673	0.186	0.006	0	"7"
"LEF1"	"LEF1"	7.93461321061385e-308	0.622788628796849	0.169	0.004	2.2451781540753e-303	"7"
"TNFAIP3.2"	"TNFAIP3"	1.85349962631399e-297	1.87655801231521	0.592	0.08	5.24466254261805e-293	"7"
"BCL11B"	"BCL11B"	2.1229717263019e-293	0.637328538191891	0.189	0.006	6.00716079674385e-289	"7"
"ANXA1.3"	"ANXA1"	5.92555264468967e-285	1.93157652259561	0.613	0.088	1.67669437634139e-280	"7"
"LAT"	"LAT"	5.12243044963681e-281	0.780828918616527	0.253	0.013	1.44944292002923e-276	"7"
"AAK1.1"	"AAK1"	6.43621004004575e-276	0.884954606653696	0.26	0.015	1.82118999293135e-271	"7"
"FYN.1"	"FYN"	3.76724308592433e-231	1.131324244277	0.411	0.046	1.06597910359315e-226	"7"
"SH2D1A"	"SH2D1A"	2.576178991811e-228	0.54716112105142	0.16	0.006	7.2895560752284e-224	"7"
"ID2.1"	"ID2"	1.71421290752535e-219	1.70315220760922	0.465	0.064	4.85053684313374e-215	"7"
"OXNAD1"	"OXNAD1"	2.30371889935915e-213	0.74544031381441	0.232	0.015	6.51860299762666e-209	"7"
"PRKCH"	"PRKCH"	6.20358216866948e-208	0.642892451106553	0.205	0.012	1.75536561044672e-203	"7"
"TMEM173"	"TMEM173"	1.53939587685084e-206	0.64329292669887	0.196	0.011	4.35587457313713e-202	"7"
"ICOS"	"ICOS"	9.86897152123894e-202	0.509103703594271	0.141	0.005	2.79252418164977e-197	"7"
"TRAC.5"	"TRAC"	1.76615457827065e-196	1.91789826356762	0.752	0.188	4.99751099467464e-192	"7"
"CD247"	"CD247"	1.07329445961603e-184	0.773806504137007	0.253	0.022	3.03699400292951e-180	"7"
"GZMM"	"GZMM"	5.10610482902504e-180	0.657572947081847	0.172	0.01	1.44482342242093e-175	"7"
"MAL"	"MAL"	1.22883002995719e-179	0.345564443246377	0.112	0.004	3.47709745276686e-175	"7"
"TXK"	"TXK"	2.48515739533859e-179	0.522743172897896	0.165	0.009	7.03200136585006e-175	"7"
"IPCEF1"	"IPCEF1"	4.20369488152629e-179	0.523426457154054	0.155	0.008	1.18947750367668e-174	"7"
"STAT4.1"	"STAT4"	3.37991966491404e-177	0.696417812568937	0.232	0.019	9.56382068384077e-173	"7"
"LEPROTL1.1"	"LEPROTL1"	2.70836664830281e-172	1.27788219496436	0.532	0.099	7.66359426803764e-168	"7"
"ZAP70"	"ZAP70"	3.3919064723404e-171	0.562129967136481	0.162	0.009	9.5977385541344e-167	"7"
"CD4"	"CD4"	2.83017713667595e-168	0.497345224056564	0.15	0.008	8.00826922593828e-164	"7"
"TNFRSF25"	"TNFRSF25"	1.21212558286274e-164	0.592639358503051	0.15	0.008	3.4298305492684e-160	"7"
"PDE3B"	"PDE3B"	2.90946480544259e-163	0.656580602873257	0.172	0.011	8.23262161348036e-159	"7"
"CAMK4"	"CAMK4"	1.16168243405304e-159	0.540906270238839	0.2	0.016	3.28709661539647e-155	"7"
"RORA.1"	"RORA"	1.32629095146951e-158	1.28550829604972	0.449	0.077	3.75287287627813e-154	"7"
"CD28"	"CD28"	6.66605263764679e-151	0.38151890034088	0.107	0.004	1.88622625434854e-146	"7"
"GZMA"	"GZMA"	4.3228434231493e-146	1.10031337294617	0.241	0.025	1.22319177501433e-141	"7"
"LPAR6"	"LPAR6"	4.37816263565041e-145	0.414412353601385	0.138	0.008	1.23884489938364e-140	"7"
"SLFN5"	"SLFN5"	8.24477158630176e-141	0.641210795264997	0.215	0.02	2.33294056805995e-136	"7"
"PTGER2"	"PTGER2"	1.07641320562364e-139	0.369351761661142	0.107	0.005	3.04581880663264e-135	"7"
"GATA3"	"GATA3"	8.61686140198334e-139	0.534860593735267	0.122	0.006	2.43822710230521e-134	"7"
"LINC00861"	"LINC00861"	6.05147167489916e-136	0.339839291227793	0.112	0.005	1.71232442512947e-131	"7"
"RNF125"	"RNF125"	6.18415685724742e-130	0.48645926485234	0.165	0.013	1.74986902432673e-125	"7"
"SYTL3.1"	"SYTL3"	7.58278701566258e-121	0.79732796947016	0.284	0.04	2.14562541395188e-116	"7"
"SERINC5"	"SERINC5"	8.28049370372245e-119	0.673113735388738	0.196	0.02	2.3430484984053e-114	"7"
"CCL5.2"	"CCL5"	1.21891873173592e-116	1.85654075926305	0.461	0.109	3.44905244331997e-112	"7"
"CD6"	"CD6"	1.16974542938947e-115	0.576320841859299	0.184	0.018	3.30991166700044e-111	"7"
"SKAP1"	"SKAP1"	6.80534645675973e-113	0.596938199294341	0.212	0.025	1.92564083340473e-108	"7"
"SELPLG"	"SELPLG"	2.59474222504872e-111	0.441596874946684	0.141	0.011	7.34208259999786e-107	"7"
"CST7"	"CST7"	2.02347025762219e-110	0.748793159850611	0.191	0.021	5.72561144096775e-106	"7"
"CD74.2"	"CD74"	5.53835976301944e-110	-0.956735223654846	0.964	0.996	1.56713427854398e-105	"7"
"PHLDA1"	"PHLDA1"	4.65009398069183e-109	0.672049205317147	0.181	0.019	1.31579059277656e-104	"7"
"LCK"	"LCK"	1.1599104827862e-108	0.920900444390382	0.384	0.076	3.28208270209182e-104	"7"
"SLA.2"	"SLA"	7.16093371315708e-108	0.940300800430373	0.396	0.081	2.02625780347493e-103	"7"
"MAF"	"MAF"	3.60424257231598e-107	0.341467331472999	0.124	0.009	1.01985647826253e-102	"7"
"HLA-DRA.4"	"HLA-DRA"	1.12262554800952e-105	-0.96711348632717	0.947	0.991	3.17658125064775e-101	"7"
"ARL4C.1"	"ARL4C"	4.59472951503012e-102	0.8410541382646	0.325	0.059	1.30012466357292e-97	"7"
"GIMAP1"	"GIMAP1"	3.13146557207592e-99	0.425675818914648	0.131	0.011	8.86079498274602e-95	"7"
"LDLRAP1"	"LDLRAP1"	6.27868953116024e-99	0.456199772031115	0.136	0.012	1.7766179897371e-94	"7"
"PRDM1.2"	"PRDM1"	9.24316572793862e-96	1.04910515974474	0.411	0.095	2.61544617437751e-91	"7"
"GZMK"	"GZMK"	1.99850650968574e-91	0.824788044441076	0.146	0.015	5.65497401980677e-87	"7"
"TC2N"	"TC2N"	3.01610922190376e-91	0.598469167232104	0.177	0.021	8.53438265429889e-87	"7"
"ITM2A.1"	"ITM2A"	7.05129983518911e-90	0.857548844347028	0.313	0.061	1.99523580136511e-85	"7"
"ERN1"	"ERN1"	8.49289865325794e-90	0.449550452491196	0.136	0.013	2.40315060292587e-85	"7"
"SAMHD1"	"SAMHD1"	6.63343472042865e-86	0.471798214197946	0.181	0.023	1.87699668849249e-81	"7"
"PIM1"	"PIM1"	1.87399266832146e-85	0.407611970962399	0.184	0.024	5.30264965428241e-81	"7"
"HCST.3"	"HCST"	2.37733626400043e-84	1.07565683784333	0.578	0.19	6.7269106926156e-80	"7"
"RARRES3"	"RARRES3"	2.84997838746679e-83	0.940189507596138	0.494	0.145	8.06429884517602e-79	"7"
"CD96.1"	"CD96"	3.66616464923212e-75	0.736828696830774	0.296	0.063	1.03737794914672e-70	"7"
"IQGAP2"	"IQGAP2"	6.93031582575348e-75	0.413327295188962	0.134	0.015	1.9610021660552e-70	"7"
"FKBP5.1"	"FKBP5"	2.90086677439781e-73	0.882015666965384	0.394	0.108	8.20829262483606e-69	"7"
"SPOCK2"	"SPOCK2"	4.62135521878245e-73	0.781385289456579	0.377	0.098	1.30765867270668e-68	"7"
"PIK3R1"	"PIK3R1"	1.08229397307918e-71	0.733083192297676	0.289	0.064	3.06245902622484e-67	"7"
"LINC01550"	"LINC01550"	5.90683370998553e-70	0.342698794676793	0.103	0.009	1.67139766657751e-65	"7"
"TRBC2.1"	"TRBC2"	2.96144662470032e-69	1.13951823042947	0.558	0.202	8.37970936925202e-65	"7"
"BATF"	"BATF"	5.76316072171928e-69	0.572843770543826	0.208	0.036	1.63074395781769e-64	"7"
"FBXO32"	"FBXO32"	1.25045304003635e-67	0.300228544167363	0.107	0.011	3.53828192208685e-63	"7"
"SYNE2"	"SYNE2"	1.3937461591206e-67	0.748646430624704	0.308	0.072	3.94374413184765e-63	"7"
"GPRIN3"	"GPRIN3"	6.2859233338027e-67	0.35311198672639	0.129	0.015	1.77866486653281e-62	"7"
"LCP2"	"LCP2"	4.03592854467296e-66	0.478121165636103	0.162	0.024	1.14200634100066e-61	"7"
"JAML"	"JAML"	3.85472123068201e-65	0.513037763305715	0.122	0.014	1.09073191943378e-60	"7"
"FLT3LG"	"FLT3LG"	1.29730489059465e-63	0.381392782379949	0.131	0.017	3.67085391842661e-59	"7"
"IL6ST"	"IL6ST"	5.28994832251101e-63	0.501255769177238	0.169	0.027	1.49684377733772e-58	"7"
"SARAF.4"	"SARAF"	6.34090504788325e-63	0.910658360273536	0.854	0.531	1.79422249234904e-58	"7"
"S100A4.3"	"S100A4"	9.34494911499124e-62	1.2560633212798	0.797	0.448	2.64424680157792e-57	"7"
"GRAP2"	"GRAP2"	9.22869916276564e-60	0.349271849803951	0.124	0.016	2.61135271509617e-55	"7"
"TBC1D2B"	"TBC1D2B"	5.26511871055375e-59	0.379925891696071	0.105	0.012	1.48981799033829e-54	"7"
"AIM1.2"	"AIM1"	5.44226199019248e-58	0.873797344996372	0.444	0.149	1.53994245274486e-53	"7"
"RASGRP1"	"RASGRP1"	4.83591234879187e-57	0.470246369219492	0.162	0.027	1.36836975821415e-52	"7"
"ABRACL.1"	"ABRACL"	9.66788233495832e-56	0.771716383864821	0.377	0.116	2.73562398549981e-51	"7"
"HLA-DRB1.4"	"HLA-DRB1"	2.12307602138478e-55	-1.05164726430705	0.835	0.912	6.00745591011036e-51	"7"
"RBMS1.1"	"RBMS1"	1.58881683248203e-54	0.547577113194795	0.251	0.059	4.49571610919114e-50	"7"
"SCML4"	"SCML4"	9.89800153610339e-54	0.561336230048763	0.21	0.044	2.80073851465582e-49	"7"
"NFKBIA.3"	"NFKBIA"	1.10848139151897e-53	1.1174720758758	0.788	0.476	3.13655894544208e-49	"7"
"CITED2"	"CITED2"	1.70020505336052e-50	0.829301406128381	0.372	0.122	4.81090021898893e-46	"7"
"STOM"	"STOM"	3.78350228846107e-49	0.382881955912814	0.143	0.024	1.07057980754294e-44	"7"
"HLA-DPB1.4"	"HLA-DPB1"	1.84711976861284e-48	-0.802453720267704	0.869	0.938	5.22661009726691e-44	"7"
"ZFP36L2.4"	"ZFP36L2"	3.13423284164614e-48	0.823269900301003	0.916	0.74	8.86862524872193e-44	"7"
"TESPA1"	"TESPA1"	1.14122707906256e-47	0.257747827955758	0.117	0.017	3.22921614291542e-43	"7"
"GIMAP2"	"GIMAP2"	2.3870798868758e-47	0.422065998403353	0.189	0.04	6.75448124790375e-43	"7"
"RCAN3"	"RCAN3"	4.07444063900595e-47	0.535342469448308	0.272	0.074	1.15290372321312e-42	"7"
"TIGIT"	"TIGIT"	4.20343784682698e-47	0.501979833916907	0.115	0.017	1.18940477313816e-42	"7"
"CMTM3"	"CMTM3"	4.72038204858665e-47	0.331662046815978	0.11	0.016	1.33567930446808e-42	"7"
"CLEC2B.3"	"CLEC2B"	4.88130880462657e-47	0.494799873036883	0.348	0.108	1.38121513935713e-42	"7"
"TSHZ2"	"TSHZ2"	1.54227715367478e-46	0.33511683477739	0.126	0.02	4.36402743403817e-42	"7"
"RP11-356I2.4"	"RP11-356I2.4"	1.44929317042839e-45	0.405297459440799	0.11	0.016	4.10091995504418e-41	"7"
"TOB1"	"TOB1"	1.50673000087905e-45	0.614256898611214	0.243	0.064	4.26344321048736e-41	"7"
"SRGN.5"	"SRGN"	2.22234495446745e-45	0.921904906968104	0.845	0.602	6.28834728316111e-41	"7"
"SATB1"	"SATB1"	2.60448150117447e-45	0.380107213602681	0.141	0.025	7.36964085572328e-41	"7"
"SORL1.1"	"SORL1"	9.16001023146543e-45	0.43424939368279	0.217	0.053	2.59191649509546e-40	"7"
"AP3M2"	"AP3M2"	3.51457598854297e-44	0.392612070883732	0.143	0.027	9.94484421718118e-40	"7"
"ARHGEF3"	"ARHGEF3"	5.23381597409706e-44	0.362947701832998	0.122	0.02	1.4809605680305e-39	"7"
"CTSW"	"CTSW"	8.81928805593065e-44	0.437054263292606	0.122	0.02	2.49550574830614e-39	"7"
"PPP2R5C.1"	"PPP2R5C"	2.04969772088307e-43	0.632990302279673	0.544	0.227	5.79982467101074e-39	"7"
"RBPJ"	"RBPJ"	4.02550925372695e-43	0.548705067575545	0.334	0.109	1.13905809843458e-38	"7"
"HLA-DPA1.5"	"HLA-DPA1"	5.60178466128862e-43	-0.744611550166614	0.897	0.936	1.58508098775823e-38	"7"
"CNOT6L.1"	"CNOT6L"	5.76534134012763e-43	0.605181061697713	0.339	0.111	1.63136098560251e-38	"7"
"CD84.1"	"CD84"	9.49899276983772e-43	0.618583985604017	0.208	0.051	2.68783499415328e-38	"7"
"ODF2L.1"	"ODF2L"	4.1139565906952e-42	0.63104622602952	0.356	0.123	1.16408515690311e-37	"7"
"ATXN7.1"	"ATXN7"	6.19676737975717e-42	0.488840690748278	0.22	0.056	1.75343729777609e-37	"7"
"C10orf54"	"C10orf54"	3.08332996285709e-41	0.436632663867346	0.255	0.072	8.72459046290042e-37	"7"
"ETS1"	"ETS1"	2.58069082505126e-40	0.573631438357416	0.363	0.127	7.30232275856505e-36	"7"
"RGS10"	"RGS10"	7.17029138515131e-40	0.606445841694458	0.384	0.142	2.02890565034241e-35	"7"
"BIN2"	"BIN2"	8.19219274936709e-40	0.510364619259207	0.313	0.101	2.31806286036091e-35	"7"
"PARP8"	"PARP8"	9.72271931495201e-40	0.429512236045656	0.229	0.062	2.75114065735882e-35	"7"
"AQP3"	"AQP3"	4.54863040990273e-39	0.270717926987897	0.107	0.018	1.28708046078608e-34	"7"
"PTGER4.1"	"PTGER4"	1.1161844617404e-38	0.584066655392869	0.332	0.115	3.15835555294063e-34	"7"
"LDHB.1"	"LDHB"	1.64653539100722e-38	0.739308914094905	0.704	0.416	4.65903654239403e-34	"7"
"PIK3IP1.2"	"PIK3IP1"	4.32458680264179e-38	0.683116490782047	0.573	0.268	1.22368508167552e-33	"7"
"ITM2B.1"	"ITM2B"	7.19223785389209e-38	0.720511507786437	0.759	0.447	2.03511562313731e-33	"7"
"LYAR"	"LYAR"	6.4606729573551e-37	0.524839786347556	0.184	0.046	1.8281120200132e-32	"7"
"GPR155"	"GPR155"	8.18725450019255e-37	0.269839894792417	0.103	0.017	2.31666553337449e-32	"7"
"NOSIP"	"NOSIP"	3.42165539342263e-36	0.454829758720423	0.291	0.095	9.68191610122867e-32	"7"
"MS4A1.2"	"MS4A1"	5.34553098129095e-36	-0.86085345761059	0.764	0.829	1.51257144646609e-31	"7"
"FKBP11"	"FKBP11"	2.62407277322734e-35	0.477702978446607	0.239	0.072	7.42507631912409e-31	"7"
"FAM129A"	"FAM129A"	4.36945703263038e-35	0.312830172822721	0.136	0.029	1.23638156195309e-30	"7"
"RGS1.5"	"RGS1"	8.80958799112931e-35	0.64420108705134	0.852	0.567	2.49276101796995e-30	"7"
"FOS.5"	"FOS"	1.87858040209783e-34	0.872992997342889	0.759	0.512	5.31563110577602e-30	"7"
"PASK"	"PASK"	1.89579114605706e-34	0.332987221036214	0.136	0.029	5.36433062688305e-30	"7"
"DOK2"	"DOK2"	3.65599159720232e-34	0.287522356216797	0.126	0.026	1.03449938234437e-29	"7"
"HLA-DQB1.3"	"HLA-DQB1"	2.72084802155326e-33	-0.814761516062662	0.802	0.856	7.6989115617871e-29	"7"
"PCNX"	"PCNX"	3.06427669561913e-33	0.367759159448718	0.169	0.043	8.67067733792388e-29	"7"
"HLA-DQA1.4"	"HLA-DQA1"	3.08960518996561e-33	-0.970805400474017	0.654	0.771	8.74234684552669e-29	"7"
"ANKRD28.2"	"ANKRD28"	3.42249384507104e-33	0.433013616312045	0.212	0.062	9.68428858401302e-29	"7"
"CD79A.2"	"CD79A"	4.14941909106588e-33	-0.848278481886759	0.735	0.811	1.174119626008e-28	"7"
"TCF7"	"TCF7"	4.39264978206932e-33	0.461853389148437	0.284	0.096	1.24294418233433e-28	"7"
"TSPAN14"	"TSPAN14"	7.29879631344444e-32	0.328331607970582	0.16	0.04	2.06526740485224e-27	"7"
"S100A10.4"	"S100A10"	2.25228036997472e-31	0.647216552718404	0.604	0.31	6.37305253488046e-27	"7"
"ARID5A"	"ARID5A"	4.30350912069502e-31	0.393793513242779	0.296	0.105	1.21772094079186e-26	"7"
"H1FX"	"H1FX"	1.8277854306483e-30	0.388010667507525	0.186	0.053	5.17190165456243e-26	"7"
"IGKC"	"IGKC"	1.3679210514747e-29	-1.04858649293899	0.838	0.889	3.87066940725281e-25	"7"
"RGL4"	"RGL4"	1.40117695178425e-29	0.283678446057577	0.107	0.022	3.9647703027687e-25	"7"
"MYADM.1"	"MYADM"	1.89206466590964e-29	0.330951300436068	0.222	0.07	5.35378617865793e-25	"7"
"S100A6.1"	"S100A6"	2.25152197869642e-29	0.644768597197471	0.795	0.515	6.37090659091939e-25	"7"
"FAM118A.1"	"FAM118A"	5.45112975668216e-29	0.45358075630511	0.203	0.062	1.54245167595078e-24	"7"
"VIM.3"	"VIM"	5.73116006616955e-29	0.572859089558969	0.823	0.578	1.62168905232334e-24	"7"
"PRMT2.1"	"PRMT2"	6.0850625982201e-29	0.494389686879243	0.286	0.104	1.72182931279236e-24	"7"
